Date,Value
12/1/2015,7.08
1/1/2016,6.32
2/1/2016,4.7
3/1/2016,5.56
4/1/2016,6.05
5/1/2016,4.8
6/1/2016,5.02
7/1/2016,5.09
8/1/2016,5.38
9/1/2016,5
10/1/2016,5.79
11/1/2016,4.12
12/1/2016,5.03
1/1/2017,4.32
2/1/2017,4.9
3/1/2017,5.04
4/1/2017,4.77
5/1/2017,5.29
6/1/2017,4.75
7/1/2017,4.19
